"set_id","card_id","card_name","quantity"
"A2","86","Tarinor","11"
"A2","87","Regirock","14"
"A2","88","Kranidos","7"
"A2","89","Charkos","2"
"A2","90","Cheniselle","5"
"A2","91","Riolu","9"
"A2","92","Lucario","1"
"A2","93","Hippopotas","2"
"A2","94","Hippodocus","5"
"A2","95","Gallame ex","2"
"A2","96","Cornèbre","14"
"A2","97","Corboss","11"
"A2","98","Farfuret","7"
"A2","99","Dimoret ex","1"
"A2","100","Medhyèna","19"
"A2","101","Grahyèna","8"
"A2","102","Moufouette","5"
"A2","103","Moufflair","5"
"A2","104","Spiritomb","4"
"A2","105","Rapion","9"
"A2","106","Drascore","11"
"A2","107","Cradopaud","8"
"A2","108","Coatox","4"
"A2","109","Darkrai","4"
"A2","110","Darkrai ex","1"
"A2","111","Airmure","8"
"A2","112","Registeel","2"
"A2","113","Dinoclier","3"
"A2","114","Bastiodon","2"
"A2","115","Cheniselle","6"
"A2","116","Archéomire","10"
"A2","117","Archéodong","5"
"A2","118","Tarinorme","7"
"A2","119","Dialga ex","2"
"A2","120","Heatran","1"
"A2","121","Griknot","4"
"A2","122","Carmache","5"
"A2","123","Carchacrok","1"
"A2","124","Excelangue","5"
"A2","125","Coudlangue ex","2"
"A2","126","Évoli","14"
"A2","127","Porygon","6"
"A2","128","Porygon2","3"
"A2","129","Porygon-Z","1"
"A2","130","Capumain","14"
"A2","131","Capidextre","14"
"A2","132","Étourmi","4"
"A2","133","Étourvol","4"
"A2","134","Étouraptor","1"
"A2","135","Keunotor","10"
"A2","136","Castorno","3"
"A2","137","Laporeille","9"
"A2","138","Lockpin","5"
"A2","139","Chaglam","7"
"A2","140","Chaffreux","3"
"A2","141","Pijako","8"
"A2","142","Motisma Hélice","16"
"A2","143","Regigigas","2"
"A2","144","Fossile Crâne","8"
"A2","145","Fossile Armure","3"
"A2","146","Communication Pokémon","4"
"A2","147","Cape Géante","6"
"A2","148","Casque Brut","4"
"A2","149","Baie Prine","4"
"A2","150","Hélio","5"
"A2","151","Sbire de la Team Galaxie","11"
"A2","152","Cynthia","7"
"A2","153","Tanguy","7"
"A2","154","Aurore","5"
"A2","155","Mars","4"
"A2","156","Bouldeneu","1"
"A2","157","Apitrini","1"
"A2","158","Vortente","1"
"A2","159","Shaymin","1"
"A2","160","Mammochon","1"
"A2","161","Tritosor","1"
"A2","162","Manaphy","1"
"A2","163","Lixy","1"
"A2","164","Motisma","1"
"A2","165","Baudrive","2"
"A2","166","Créfollet","1"
"A2","167","Giratina","1"
"A2","168","Cresselia","1"
"A2","169","Rhinastoc","1"
"A2","170","Lucario","1"
"A2","171","Hippopotas","1"
"A2","172","Spiritomb","1"
"A2","173","Cradopaud","2"
"A2","174","Heatran","1"
"A2","175","Carchacrok","1"
"A2","176","Étouraptor","2"
"A2","177","Keunotor","3"
"A2","178","Chaglam","1"
"A2","179","Regigigas","1"
"A2","180","Yanméga ex","0"
"A2","181","Simiabraz ex","0"
"A2","182","Palkia ex","0"
"A2","183","Pachirisu ex","0"
"A2","184","Magirêve ex","0"
"A2","185","Gallame ex","0"
"A2","186","Dimoret ex","0"
"A2","187","Darkrai ex","1"
"A2","188","Dialga ex","0"
"A2","189","Coudlangue ex","0"
"A2","190","Hélio","0"
"A2","191","Sbire de la Team Galaxie","0"
"A2","192","Cynthia","0"
"A2","193","Tanguy","0"
"A2","194","Aurore","0"
"A2","195","Mars","0"
"A2","196","Yanméga ex","0"
"A2","197","Simiabraz ex","0"
"A2","198","Pachirisu ex","0"
"A2","199","Magirêve ex","0"
"A2","200","Gallame ex","0"
"A2","201","Dimoret ex","0"
"A2","202","Darkrai ex","0"
"A2","203","Coudlangue ex","0"
"A2","204","Palkia ex","1"
"A2","205","Dialga ex","0"
"A2","206","Palkia ex","0"
"A2","207","Dialga ex","0"
