"set_id","card_id","card_name","quantity"
"A1","185","Dracolosse","1"
"A1","186","Roucool","6"
"A1","187","Roucoups","7"
"A1","188","Roucarnage","1"
"A1","189","Rattata","16"
"A1","190","Rattatac","18"
"A1","191","Piafabec","5"
"A1","192","Rapasdepic","6"
"A1","193","Rondoudou","5"
"A1","194","Grodoudou","5"
"A1","195","Grodoudou ex","1"
"A1","196","Miaouss","12"
"A1","197","Persian","3"
"A1","198","Canarticho","18"
"A1","199","Doduo","12"
"A1","200","Dodrio","11"
"A1","201","Excelangue","5"
"A1","202","Leveinard","3"
"A1","203","Kangourex","3"
"A1","204","Tauros","4"
"A1","205","Métamorph","1"
"A1","206","Évoli","5"
"A1","207","Évoli","7"
"A1","208","Évoli","1"
"A1","209","Porygon","9"
"A1","210","Ptéra","4"
"A1","211","Ronflex","2"
"A1","212","Chinchidou","16"
"A1","213","Pashmilla","7"
"A1","214","Moumouton","11"
"A1","215","Moumouflon","10"
"A1","216","Fossile Nautile","4"
"A1","217","Fossile Dôme","10"
"A1","218","Vieil Ambre","13"
"A1","219","Erika","5"
"A1","220","Ondine","3"
"A1","221","Auguste","4"
"A1","222","Koga","6"
"A1","223","Giovanni","3"
"A1","224","Pierre","5"
"A1","225","Morgane","3"
"A1","226","Major Bob","2"
"A1","227","Bulbizarre","1"
"A1","228","Ortide","2"
"A1","229","Scarabrute","3"
"A1","230","Salamèche","1"
"A1","231","Galopa","1"
"A1","232","Carapuce","2"
"A1","233","Léviator","2"
"A1","234","Lokhlass","3"
"A1","235","Électrode","1"
"A1","236","Alakazam","2"
"A1","237","Ramoloss","2"
"A1","238","Taupiqueur","1"
"A1","239","Osselait","2"
"A1","240","Nidoqueen","1"
"A1","241","Nidoking","0"
"A1","242","Nosferalto","2"
"A1","243","Smogogo","2"
"A1","244","Dracolosse","0"
"A1","245","Roucarnage","1"
"A1","246","Miaouss","1"
"A1","247","Métamorph","1"
"A1","248","Évoli","1"
"A1","249","Porygon","2"
"A1","250","Ronflex","1"
"A1","251","Florizarre ex","0"
"A1","252","Noadkoko ex","1"
"A1","253","Dracaufeu ex","0"
"A1","254","Arcanin ex","0"
"A1","255","Sulfura ex","1"
"A1","256","Tortank ex","0"
"A1","257","Staross ex","1"
"A1","258","Artikodin ex","0"
"A1","259","Pikachu ex","0"
"A1","260","Électhor ex","0"
"A1","261","Ectoplasma ex","0"
"A1","262","Mewtwo ex","0"
"A1","263","Mackogneur ex","1"
"A1","264","Ossatueur ex","0"
"A1","265","Grodoudou ex","0"
"A1","266","Erika","0"
"A1","267","Ondine","0"
"A1","268","Auguste","1"
"A1","269","Koga","1"
"A1","270","Giovanni","1"
"A1","271","Pierre","1"
"A1","272","Morgane","0"
"A1","273","Major Bob","0"
"A1","274","Sulfura ex","1"
"A1","275","Artikodin ex","1"
"A1","276","Électhor ex","1"
"A1","277","Ectoplasma ex","1"
"A1","278","Mackogneur ex","0"
"A1","279","Grodoudou ex","0"
"A1","280","Dracaufeu ex","2"
"A1","281","Pikachu ex","1"
"A1","282","Mewtwo ex","2"
"A1","283","Mew","1"
"A1","284","Dracaufeu ex","0"
"A1","285","Pikachu ex","0"
"A1","286","Mewtwo ex","0"
